Date,Close_Actual,Close_Predicted,Volume_Actual,Volume_Predicted
2023-01-05,39476.332031,31237.60314345317,15534035612.0,29442687392.608562
2023-01-06,39978.390625,31378.243212796722,15769696322.0,29527377830.27957
2023-01-07,41980.097656,31637.684656761125,39856129827.0,29706386660.157368
2023-01-08,44080.648438,32075.848322849288,36312154535.0,30033025869.49762
2023-01-09,43746.445313,32747.32090616543,29909761586.0,30557652641.47521
2023-01-10,43292.664063,33585.46566853597,27635760671.0,31227334145.11033
2023-01-11,44166.60156299999,34436.06214207819,24421116687.0,31912893144.655613
2023-01-12,43725.984375,35214.290073626835,17368210171.0,32541555168.985275
2023-01-13,43779.699219,35818.93713476131,13000481418.0,33026195335.650246
2023-01-14,41243.832031,36202.85552363223,40632672038.0,33324698534.451405
2023-01-15,41450.222656,36188.10627091533,24779520132.0,33299485949.54268
2023-01-16,42890.742188,35810.51013797481,26797884674.0,32984713024.201164
2023-01-17,43023.972656,35262.52639603349,25578530178.0,32539505110.224804
2023-01-18,41929.757813,34735.69851304096,19639442462.0,32122407058.078857
2023-01-19,42240.117188,34309.31175571259,14386729589.999998,31797927732.07553
2023-01-20,41364.664063,34042.98170379353,16678702876.0,31609165433.8603
2023-01-21,42623.539063,33901.90783289948,25224642008.0,31520275513.575367
2023-01-22,42270.527344,33912.8211552393,23171001281.0,31549201215.116577
2023-01-23,43652.25,34042.335018148806,27868908174.0,31666713511.92204
2023-01-24,43869.152344,34316.421281123505,22452766169.0,31894541980.904373
2023-01-25,43997.902344,34716.54697792272,21028503216.0,32217287647.52225
2023-01-26,43739.542969,35182.88766138808,13507796558.0,32584763295.207203
2023-01-27,43016.117188,35619.53703873052,18830554085.0,32915377108.266727
2023-01-28,43613.140625,35905.93844572211,21115795370.0,33111557795.13432
2023-01-29,42520.402344,36032.2349471321,30026850981.999996,33168852230.72187
2023-01-30,43442.855469,35949.178016936006,25260941032.0,33054451630.249264
2023-01-31,42627.855469,35737.41056003503,22992093014.0,32837846187.03215
2023-02-01,42099.402344,35444.4699963378,26000021055.0,32561218997.912224
2023-02-02,42156.902344,35093.99047698436,16013925945.0,32246498369.988068
2023-02-03,42265.1875,34742.21356966046,16397498810.0,31938712379.605705
