Date,Close_Actual,Close_Predicted,Volume_Actual,Volume_Predicted
2023-07-01,30514.166016,25563.659613597727,12481622280.0,25547471152.882595
2023-07-02,29909.337890999996,25617.840623918608,21129219509.0,25583409938.091633
2023-07-03,30342.265625,25655.938843422908,13384770155.0,25600495504.34279
2023-07-04,30292.541016,25665.908245722294,7509378699.0,25590862320.065277
2023-07-05,30171.234375,25658.674203199655,7903327692.0,25563275432.408455
2023-07-06,30414.470703,25644.56360276543,14828209155.0,25525453940.174496
2023-07-07,30620.951172,25637.257259984373,12151839152.0,25488720234.2216
2023-07-08,30391.646484,25655.806292949146,14805659717.0,25468271944.034267
2023-07-09,31476.048828,25694.639565080677,23686079548.0,25460924156.89534
2023-07-10,30334.068359,25783.70545008736,20917902660.0,25492914487.093784
2023-07-11,30295.806641,25872.642801301303,8011667756.0,25528016513.62508
2023-07-12,30249.132813,25931.394794626493,8516564470.0,25544291469.907173
2023-07-13,30145.888672,25951.00423138137,13240156074.0,25534768110.206116
2023-07-14,29856.5625,25928.514834332913,13138897269.0,25497406835.244915
2023-07-15,29913.923828,25861.408144479632,12128602812.0,25430717168.628838
2023-07-16,29792.015625,25764.055846522253,14655207121.0,25344957248.77284
2023-07-17,29908.744141,25650.540424127834,10972789818.0,25250244011.06499
2023-07-18,29771.802734,25545.287314597972,7873300598.0,25163126973.228527
2023-07-19,30084.539063,25465.640546590508,9220145050.0,25094727181.064816
2023-07-20,29176.916016,25432.776062459336,15395817395.0,25059172781.873363
2023-07-21,29227.390625,25410.816867305934,10266772793.0,25030895568.307404
2023-07-22,29354.972656,25379.775956359255,13497554655.0,24995976582.736866
2023-07-23,29210.689453,25337.6208890216,10770779217.0,24953613059.805283
2023-07-24,29319.246094,25287.657393775,11218474952.0,24906534924.698795
2023-07-25,29356.917969,25241.497695457296,6481775959.0,24863023473.45619
2023-07-26,29275.308594,25213.786613078784,8678454527.0,24832816485.189686
2023-07-27,29230.111328,25207.83389180252,11656781981.999998,24817686842.34775
2023-07-28,29675.732422,25217.417692723684,18272392391.0,24813116048.070583
2023-07-29,29151.958984,25246.474363244943,19212655598.0,24822592340.09602
2023-07-30,29178.679688,25267.915406546363,12780357746.0,24828172474.528214
2023-07-31,29074.091797,25268.562092191085,12036639988.000002,24821143701.635178
2023-08-01,29042.126953,25243.622519718527,6598366353.0,24798535528.110924
2023-08-02,29041.855469,25201.126034493907,7269806994.0,24765415573.69753
2023-08-03,29180.578125,25153.21506325012,13618163710.000002,24729466329.005016
2023-08-04,29765.492188,25111.22066315339,17570561357.0,24698375514.385147
2023-08-05,29561.494141,25101.39586137084,18379521213.0,24690703483.258595
2023-08-06,29429.591797,25123.756724626553,11865344789.0,24706790168.838196
2023-08-07,29397.714844,25165.51815722394,10195168197.0,24737258644.191494
2023-08-08,29415.964844,25212.135757178283,6194358008.0,24771183978.832214
2023-08-09,29282.914063,25256.969950758357,7329897180.0,24803022646.520317
2023-08-10,29408.443359,25291.372823721387,14013695304.0,24826046584.512573
2023-08-11,29170.347656,25310.676992718505,12640195779.0,24837434347.142475
2023-08-12,28701.779297,25306.330943851488,14949271904.0,24831948348.061527
2023-08-13,26664.550781,25257.496135972386,31120851211.0,24796401793.482677
2023-08-14,26049.556641,25070.146083010957,24026236529.0,24671060573.29859
2023-08-15,26096.205078,24719.156445167588,10631443812.0,24442452872.797607
2023-08-16,26189.583984,24248.85129753241,9036580420.0,24138787918.903126
2023-08-17,26124.140625,23720.388625363463,13371557893.0,23789488238.621265
2023-08-18,26031.65625,23196.525052965993,14503820706.0,23433813503.16335
2023-08-19,26431.640625,22736.362024914197,16985265785.000002,23117717453.162655
2023-08-20,26162.373047,22400.35059060604,12871532023.0,22895435125.291233
2023-08-21,26047.667969,22215.54711341327,12406045118.0,22787281451.32215
2023-08-22,26008.462891,22168.46357846025,6034817316.0,22778814499.451744
2023-08-23,26089.693359,22225.3498234502,6913768611.0,22841022277.40016
2023-08-24,26106.150391,22348.53138872676,11002805166.0,22944181548.01147
2023-08-25,27727.392578,22498.401791061446,29368391711.999996,23059630711.70212
2023-08-26,27297.265625,22694.777326281826,16343655235.0,23204562544.428856
2023-08-27,25931.472656,22927.01780635765,20181001451.0,23373608716.299778
